X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Division,Ward_Name,Ward_ID,Hood_ID,Hood_Name,ObjectId
-79.344959,43.814719,80899491,7000838415,2017,2017-05-12T04:00:00.000Z,1723,17,3160 STEELES AVE E, ,26 m West of,Major Arterial,North York,43.814719,-79.344959,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,30 to 34,Major,0,West,"Automobile, Station Wagon",Stopped,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,33,,,48,,1434
-79.528392,43.649054,80722878,6002093548,2016,2016-11-25T05:00:00.000Z,1403,14,DUNDAS ST W,CORDOVA AVE,34 m East of,Major Arterial,Etobicoke York,43.649054,-79.528392,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,55 to 59,Minor,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,22,,,14,,1435
-79.27989,43.762345,5321605,1020755,2008,2008-02-03T05:00:00.000Z,1520,15,KENNEDY RD,BRIGSTOCK RD, ,Major Arterial,Scarborough,43.762345,-79.27989,Mid-Block, ,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,50 to 54,Major,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,41,,,126,,1436
-79.590541,43.737025,80985251,8002355627,2018,2018-12-24T05:00:00.000Z,2050,20,FINCH  AVE W,MARTIN GROVE RD,89 m East of,Major Arterial, ,43.737025,-79.590541,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,40 to 44,Minor,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,23,,,2,,1437
-79.34699,43.775145,6105460,1152152,2010,2010-01-14T05:00:00.000Z,2150,21,DON MILLS RD,SHEPPARD AVE E, ,Major Arterial,North York,43.775145,-79.34699,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Angle,Driver,25 to 29,Major,0,North,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,33,,,47,,1438
-79.52529,43.679245,5046064,1136056,2009,2009-10-21T04:00:00.000Z,1819,18,ROYAL YORK Road,ALLANHURST Driv, ,Minor Arterial,Etobicoke York,43.679245,-79.52529,Intersection, ,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Rear End,Driver,30 to 34,None,0,South,"Automobile, Station Wagon",Going Ahead,Following too Close,Inattentive, , , , , , , , ,Yes, ,Yes, , , ,Yes,Yes, , , ,22,,,9,,1439
-79.249019,43.83705,80781220,7001553173,2017,2017-08-27T04:00:00.000Z,2054,20,6065 STEELES AVE E, , ,Major Arterial,Scarborough,43.83705,-79.249019,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Driver,45 to 49,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,42,,,131,,1440
-79.528392,43.649054,80722879,6002093548,2016,2016-11-25T05:00:00.000Z,1403,14,DUNDAS ST W,CORDOVA AVE,34 m East of,Major Arterial,Etobicoke York,43.649054,-79.528392,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,20 to 24,None,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,22,,,14,,1441
-79.344959,43.814719,80899492,7000838415,2017,2017-05-12T04:00:00.000Z,1723,17,3160 STEELES AVE E, ,26 m West of,Major Arterial,North York,43.814719,-79.344959,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,20 to 24,None,0,West,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Had Been Drinking, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,33,,,48,,1442
-79.591533,43.669337,80946883,8001226350,2018,2018-07-05T04:00:00.000Z,2235,22,RENFORTH DR,HWY 401 WB ON RAMP AVE, ,Expressway,Etobicoke York,43.669337,-79.591533,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,Minor,0, , , , , , , , , , , , , ,Yes, ,Yes, , ,Yes,Yes,Yes, , , ,23,,,1,,1443
-79.550426,43.7051,80503318,6000522644,2016,2016-03-27T04:00:00.000Z,2153,21,MONOGRAM PL,ISLINGTON AVE, ,Major Arterial,Etobicoke York,43.7051,-79.550426,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Had Been Drinking, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,23,,,6,,1444
-79.27989,43.762345,5321606,1020755,2008,2008-02-03T05:00:00.000Z,1520,15,KENNEDY RD,BRIGSTOCK RD, ,Major Arterial,Scarborough,43.762345,-79.27989,Mid-Block, ,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Approaching,Passenger,20 to 24,Minimal,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,41,,,126,,1445
-79.362567,43.681025,80212823,4002443760,2014,2014-07-06T04:00:00.000Z,1819,18,DON VALLEY PARKWAY  S,BAYVIEW BLOOR DVP S RAMP,100 m South of,Expressway,Toronto and East York,43.681025,-79.362567,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,35 to 39,Major,0,South,Motorcycle,Going Ahead,Lost control,Normal, , , , , , , , , ,Yes, , , , ,Yes,Yes, , , ,54,,,57,,1446
-79.249019,43.83705,80781221,7001553173,2017,2017-08-27T04:00:00.000Z,2054,20,6065 STEELES AVE E, , ,Major Arterial,Scarborough,43.83705,-79.249019,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,38,North, , , , ,Pedestrian hit at mid-block,Running onto Roadway,Inattentive, , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,42,,,131,,1447
-79.528392,43.649054,80722880,6002093548,2016,2016-11-25T05:00:00.000Z,1403,14,DUNDAS ST W,CORDOVA AVE,34 m East of,Major Arterial,Etobicoke York,43.649054,-79.528392,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Passenger,65 to 69,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,22,,,14,,1448
-79.400165,43.683455,80972244,8001797776,2018,2018-09-28T04:00:00.000Z,1723,17,AVENUE RD,FARNHAM AVE,4 m West of,Major Arterial,Toronto and East York,43.683455,-79.400165,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Minor,0,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,53,,,97,,1449
-79.361606,43.683962,80725615,6002241239,2016,2016-12-18T05:00:00.000Z,2236,22,SB DON VALLEY PKWY,POTTERY RD,400 m North of,Expressway,Toronto and East York,43.683962,-79.361606,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,0,South,Passenger Van,Going Ahead,Driving Properly,Normal, , , , , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,54,,,57,,1450
-79.361606,43.683962,80725616,6002241239,2016,2016-12-18T05:00:00.000Z,2236,22,SB DON VALLEY PKWY,POTTERY RD,400 m North of,Expressway,Toronto and East York,43.683962,-79.361606,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,0,Unknown, , , , ,Pedestrian hit at mid-block,Playing or Working on Highway,Medical or Physical Disability, , , ,Yes, ,Yes, , , , , ,Yes,Yes, , , ,54,,,57,,1451
-79.512874,43.599005,80877068,8000879182,2018,2018-05-15T04:00:00.000Z,2237,22,LAKE SHORE BLVD W,THIRTEENTH ST, ,Major Arterial,Etobicoke York,43.599005,-79.512874,Intersection,Intersection Related,No Control, ,Dark, ,Fatal,Sideswipe,Driver,20 to 24,None,0,East,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,22,,,18,,1452
-79.512874,43.599005,80877078,8000879182,2018,2018-05-15T04:00:00.000Z,2237,22,LAKE SHORE BLVD W,THIRTEENTH ST, ,Major Arterial,Etobicoke York,43.599005,-79.512874,Intersection,Intersection Related,No Control, ,Dark, ,Fatal,Sideswipe,Passenger,25 to 29,Fatal,23, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,22,,,18,,1453
-79.512874,43.599005,80877079,8000879182,2018,2018-05-15T04:00:00.000Z,2237,22,LAKE SHORE BLVD W,THIRTEENTH ST, ,Major Arterial,Etobicoke York,43.599005,-79.512874,Intersection,Intersection Related,No Control, ,Dark, ,Fatal,Sideswipe,Other,unknown,None,0,East,School Bus,Parked, , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,22,,,18,,1454
-79.36789,43.789345,5406454,1058820,2008,2008-08-31T04:00:00.000Z,2240,22,LESLIE ST,FINCH AVE E, ,Major Arterial,North York,43.789345,-79.36789,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,50 to 54,Major,0,South,"Automobile, Station Wagon",Going Ahead,Lost control,Had Been Drinking, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,33,,,47,,1455
-79.36789,43.789345,5406455,1058820,2008,2008-08-31T04:00:00.000Z,2240,22,LESLIE ST,FINCH AVE E, ,Major Arterial,North York,43.789345,-79.36789,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,33,,,47,,1456
-79.314204,43.741427,80632426,6000353935,2016,2016-02-28T05:00:00.000Z,2240,22,LAWRENCE AVE E,CARNFORTH RD, ,Major Arterial,North York,43.741427,-79.314204,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Driver,20 to 24,None,0,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Fatigue, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,33,,,43,,1457
-79.314204,43.741427,80632427,6000353935,2016,2016-02-28T05:00:00.000Z,2240,22,LAWRENCE AVE E,CARNFORTH RD, ,Major Arterial,North York,43.741427,-79.314204,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Minor,0,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,33,,,43,,1458
-79.314204,43.741427,80632428,6000353935,2016,2016-02-28T05:00:00.000Z,2240,22,LAWRENCE AVE E,CARNFORTH RD, ,Major Arterial,North York,43.741427,-79.314204,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Passenger,15 to 19,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,33,,,43,,1459
-79.537448,43.731497,80628548,4001997279,2014,2014-05-01T04:00:00.000Z,2244,22,WESTON RD,MAINSHEP RD, ,Major Arterial,Etobicoke York,43.731497,-79.537448,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,20 to 24,Minor,0,South,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,31,,,23,,1460
-79.537448,43.731497,80628549,4001997279,2014,2014-05-01T04:00:00.000Z,2244,22,WESTON RD,MAINSHEP RD, ,Major Arterial,Etobicoke York,43.731497,-79.537448,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,30 to 34,Minor,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,31,,,23,,1461
-79.537448,43.731497,80628550,4001997279,2014,2014-05-01T04:00:00.000Z,2244,22,WESTON RD,MAINSHEP RD, ,Major Arterial,Etobicoke York,43.731497,-79.537448,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,30 to 34,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,31,,,23,,1462
-79.537448,43.731497,80628551,4001997279,2014,2014-05-01T04:00:00.000Z,2244,22,WESTON RD,MAINSHEP RD, ,Major Arterial,Etobicoke York,43.731497,-79.537448,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,30 to 34,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,31,,,23,,1463
-79.537448,43.731497,80628552,4001997279,2014,2014-05-01T04:00:00.000Z,2244,22,WESTON RD,MAINSHEP RD, ,Major Arterial,Etobicoke York,43.731497,-79.537448,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,25 to 29,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,31,,,23,,1464
-79.537448,43.731497,80628553,4001997279,2014,2014-05-01T04:00:00.000Z,2244,22,WESTON RD,MAINSHEP RD, ,Major Arterial,Etobicoke York,43.731497,-79.537448,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,55 to 59,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,31,,,23,,1465
-79.26604,43.815486,80932530,7001489490,2017,2017-08-17T04:00:00.000Z,2245,22,WHITE HEATHER BLVD,LONGSWORD  DR,10 m South of,Collector,Scarborough,43.815486,-79.26604,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,42,,,129,,1466
-79.26604,43.815486,80932531,7001489490,2017,2017-08-17T04:00:00.000Z,2245,22,WHITE HEATHER BLVD,LONGSWORD  DR,10 m South of,Collector,Scarborough,43.815486,-79.26604,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,None,0,North,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,42,,,129,,1467
-79.34989,43.648545,6111456,1154990,2010,2010-02-28T05:00:00.000Z,2300,23,VILLIERS ST,MUNITION ST, ,Local,Toronto and East York,43.648545,-79.34989,Mid-Block, ,No Control,Clear,Dark,Dry,Fatal,SMV Unattended Vehicle,Other,unknown,None,0,East,Other,Parked, , , , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,51,,,70,,1468
-79.34989,43.648545,6111457,1154990,2010,2010-02-28T05:00:00.000Z,2300,23,VILLIERS ST,MUNITION ST, ,Local,Toronto and East York,43.648545,-79.34989,Mid-Block, ,No Control,Clear,Dark,Dry,Fatal,SMV Unattended Vehicle,Driver,50 to 54,Fatal,12,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Other, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,51,,,70,,1469
-79.204799,43.797373,80631971,5001648538,2015,2015-09-23T04:00:00.000Z,2300,23,MILNER AVE,CINEMART DR,24 m  of,Minor Arterial,Scarborough,43.797373,-79.204799,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,40 to 44,Major,0,East,"Automobile, Station Wagon",Going Ahead,Lost control,Inattentive, , , , , , , , ,Yes, , , , , ,Yes,Yes, , , ,42,,,132,,1470
-79.44679,43.677145,7423797,1298041,2012,2012-06-08T04:00:00.000Z,2301,23,ST CLAIR AVE W,EARLSCOURT AVE, ,Major Arterial,Toronto and East York,43.677145,-79.44679,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Driver,45 to 49,None,0,East,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Normal, , , , , , , , ,Yes,Yes, , , , ,Yes,Yes, , , ,13,,,92,,1471
-79.44679,43.677145,7423798,1298041,2012,2012-06-08T04:00:00.000Z,2301,23,ST CLAIR AVE W,EARLSCOURT AVE, ,Major Arterial,Toronto and East York,43.677145,-79.44679,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Other,unknown,None,0,East,Other,Parked, , , , , , , , , , ,Yes,Yes, , , , ,Yes,Yes, , , ,13,,,92,,1472
-79.44679,43.677145,7423799,1298041,2012,2012-06-08T04:00:00.000Z,2301,23,ST CLAIR AVE W,EARLSCOURT AVE, ,Major Arterial,Toronto and East York,43.677145,-79.44679,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes,Yes, , , , ,Yes,Yes, , , ,13,,,92,,1473
-79.44679,43.677145,7423800,1298041,2012,2012-06-08T04:00:00.000Z,2301,23,ST CLAIR AVE W,EARLSCOURT AVE, ,Major Arterial,Toronto and East York,43.677145,-79.44679,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Motorcycle Driver,35 to 39,Major,0,East,Motorcycle,Going Ahead,Exceeding Speed Limit,Inattentive, , , , , , , , ,Yes,Yes, , , , ,Yes,Yes, , , ,13,,,92,,1474
-79.44159,43.650345,6139785,1167297,2010,2010-04-24T04:00:00.000Z,2302,23,DUNDAS Stre W,COLLEGE Stre, ,Minor Arterial,Toronto and East York,43.650345,-79.44159,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,80 to 84,None,0,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Inattentive, , , , , , , ,Yes,Yes, , , , , ,Yes,Yes, , , ,11,,,84,,1475
-79.44159,43.650345,6139786,1167297,2010,2010-04-24T04:00:00.000Z,2302,23,DUNDAS Stre W,COLLEGE Stre, ,Minor Arterial,Toronto and East York,43.650345,-79.44159,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,0,East,Bicycle,Stopped, , , , , ,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal, ,Yes,Yes, , , , , ,Yes,Yes, , , ,11,,,84,,1476
-79.27619,43.804445,5322753,1021293,2008,2008-02-02T05:00:00.000Z,2307,23,BRIMLEY RD,CHARTLAND BLVD S, ,Major Arterial,Scarborough,43.804445,-79.27619,Mid-Block, ,No Control,Snow,Dark,Slush,Non-Fatal Injury,Approaching,Passenger,20 to 24,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,42,,,129,,1477
-79.27619,43.804445,5322754,1021293,2008,2008-02-02T05:00:00.000Z,2307,23,BRIMLEY RD,CHARTLAND BLVD S, ,Major Arterial,Scarborough,43.804445,-79.27619,Mid-Block, ,No Control,Snow,Dark,Slush,Non-Fatal Injury,Approaching,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,42,,,129,,1478
-79.27619,43.804445,5322755,1021293,2008,2008-02-02T05:00:00.000Z,2307,23,BRIMLEY RD,CHARTLAND BLVD S, ,Major Arterial,Scarborough,43.804445,-79.27619,Mid-Block, ,No Control,Snow,Dark,Slush,Non-Fatal Injury,Approaching,Driver,20 to 24,Minor,0,North,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,42,,,129,,1479
-79.27619,43.804445,5322756,1021293,2008,2008-02-02T05:00:00.000Z,2307,23,BRIMLEY RD,CHARTLAND BLVD S, ,Major Arterial,Scarborough,43.804445,-79.27619,Mid-Block, ,No Control,Snow,Dark,Slush,Non-Fatal Injury,Approaching,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,42,,,129,,1480
-79.27619,43.804445,5322757,1021293,2008,2008-02-02T05:00:00.000Z,2307,23,BRIMLEY RD,CHARTLAND BLVD S, ,Major Arterial,Scarborough,43.804445,-79.27619,Mid-Block, ,No Control,Snow,Dark,Slush,Non-Fatal Injury,Approaching,Driver,15 to 19,None,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,42,,,129,,1481
-79.438556,43.736334,80877081,8000912175,2018,2018-05-20T04:00:00.000Z,2307,23,364 WILSON AVE,VULCAN ST, ,Major Arterial,North York,43.736334,-79.438556,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Approaching,Driver,40 to 44,Fatal,26,West,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Inattentive, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,32,,,33,,1482
-79.438556,43.736334,80943466,8000912175,2018,2018-05-20T04:00:00.000Z,2307,23,364 WILSON AVE,VULCAN ST, ,Major Arterial,North York,43.736334,-79.438556,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Approaching,Driver,40 to 44,Minor,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,32,,,33,,1483
-79.438556,43.736334,80943468,8000912175,2018,2018-05-20T04:00:00.000Z,2307,23,364 WILSON AVE,VULCAN ST, ,Major Arterial,North York,43.736334,-79.438556,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Approaching,Passenger,unknown,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,32,,,33,,1484
-79.438556,43.736334,80943470,8000912175,2018,2018-05-20T04:00:00.000Z,2307,23,364 WILSON AVE,VULCAN ST, ,Major Arterial,North York,43.736334,-79.438556,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Approaching,Passenger,unknown,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,32,,,33,,1485
-79.438556,43.736334,80943471,8000912175,2018,2018-05-20T04:00:00.000Z,2307,23,364 WILSON AVE,VULCAN ST, ,Major Arterial,North York,43.736334,-79.438556,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Approaching,Passenger,unknown,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,32,,,33,,1486
-79.379894,43.669963,6096352,1146815,2010,2010-01-09T05:00:00.000Z,2308,23,TED ROGERS  WAY,MOUNT PLEASANT RD, ,Major Arterial,Toronto and East York,43.669963,-79.379894,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Sideswipe,Passenger,20 to 24,None,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,51,,,74,,1487
-79.379894,43.669963,6096353,1146815,2010,2010-01-09T05:00:00.000Z,2308,23,TED ROGERS  WAY,MOUNT PLEASANT RD, ,Major Arterial,Toronto and East York,43.669963,-79.379894,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Sideswipe,Passenger,20 to 24,None,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,51,,,74,,1488
-79.379894,43.669963,6096354,1146815,2010,2010-01-09T05:00:00.000Z,2308,23,TED ROGERS  WAY,MOUNT PLEASANT RD, ,Major Arterial,Toronto and East York,43.669963,-79.379894,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Sideswipe,Passenger,20 to 24,None,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,51,,,74,,1489
-79.379894,43.669963,6096355,1146815,2010,2010-01-09T05:00:00.000Z,2308,23,TED ROGERS  WAY,MOUNT PLEASANT RD, ,Major Arterial,Toronto and East York,43.669963,-79.379894,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Sideswipe,Passenger,20 to 24,None,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,51,,,74,,1490
-79.379894,43.669963,6096356,1146815,2010,2010-01-09T05:00:00.000Z,2308,23,TED ROGERS  WAY,MOUNT PLEASANT RD, ,Major Arterial,Toronto and East York,43.669963,-79.379894,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Sideswipe,Driver,20 to 24,None,0,South,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Had Been Drinking, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,51,,,74,,1491
-79.379894,43.669963,6096357,1146815,2010,2010-01-09T05:00:00.000Z,2308,23,TED ROGERS  WAY,MOUNT PLEASANT RD, ,Major Arterial,Toronto and East York,43.669963,-79.379894,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Sideswipe,Passenger,25 to 29,Minor,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,51,,,74,,1492
-79.379894,43.669963,6096358,1146815,2010,2010-01-09T05:00:00.000Z,2308,23,TED ROGERS  WAY,MOUNT PLEASANT RD, ,Major Arterial,Toronto and East York,43.669963,-79.379894,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Sideswipe,Driver,45 to 49,Major,0,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes, , , ,51,,,74,,1493
