X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Division,Ward_Name,Ward_ID,Hood_ID,Hood_Name,ObjectId
-79.430972,43.674712,80565929,6001813893,2016,2016-10-12T04:00:00.000Z,1109,11,DAVENPORT RD,OSSINGTON AVE, ,Minor Arterial,Toronto and East York,43.674712,-79.430972,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,Over 95,Fatal,64,North, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , ,, , , ,Yes, , , ,13,,,94,,128
-79.46599,43.734645,5397763,1055195,2008,2008-08-26T04:00:00.000Z,1111,11,PLEWES RD,ANCASTER RD, ,Collector,North York,43.734645,-79.46599,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,37,South,Other, , , ,Vehicle is reversing and hits pedestrian,Other,Unknown, , , ,Yes, ,Yes, , ,, , , , , , , ,32,,,26,,129
-79.36239,43.682345,6698092,1263764,2011,2011-11-10T05:00:00.000Z,1111,11,DON VALLEY PARKWAY  S,BAYVIEW BLOOR DVP RAMP, ,Expressway,Toronto and East York,43.682345,-79.36239,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,75 to 79,Fatal,31,South,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability, , , , , , , , ,Yes, , ,, ,Yes,Yes,Yes, , ,Yes,54,,,57,,130
-79.258098,43.734519,80565835,6001813950,2016,2016-10-12T04:00:00.000Z,1117,11,EGLINTON AVE E,MIDLAND AVE, ,Major Arterial,Scarborough,43.734519,-79.258098,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,63,Unknown, , , , ,Pedestrian hit at mid-block,Playing or Working on Highway,Normal, , , ,Yes, ,Yes, , ,, , ,Yes,Yes,Yes, , ,41,,,124,,131
-79.565257,43.737166,80545164,6001174210,2016,2016-07-05T04:00:00.000Z,1120,11,ALBION RD,ISLINGTON AVE, ,Major Arterial,Etobicoke York,43.737166,-79.565257,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,43,North, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , ,, , , , , , , ,23,,,3,,132
-79.50859,43.720945,5292071,1127576,2009,2009-09-29T04:00:00.000Z,1122,11,JANE ST,WILSON AVE, ,Major Arterial,North York,43.720945,-79.50859,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,30,East,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Medical or Physical Disability, , , ,Yes, , , ,Yes,, , , , , , , ,31,,,26,,133
-79.336467,43.816844,80500626,6000080482,2016,2016-01-14T05:00:00.000Z,1129,11,STEELES AVE E,PHARMACY AVE, ,Major Arterial,Scarborough,43.816844,-79.336467,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Turning Movement,Driver,35 to 39,Fatal,3,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown, , , , , , , , ,Yes, ,Yes,, , , ,Yes, , , ,42,,,116,,134
-79.428958,43.649501,80781642,7001542101,2017,2017-08-25T04:00:00.000Z,1130,11,DUNDAS ST W,GLADSTONE AVE,60 m East of,Minor Arterial,Toronto and East York,43.649501,-79.428958,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,39,North, , , , ,Pedestrian hit at mid-block,Running onto Roadway,Had Been Drinking, , , ,Yes, ,Yes, , ,, , , , , , , ,14,,,84,,135
-79.35889,43.676145,6099390,1149291,2010,2010-01-22T05:00:00.000Z,1132,11,DANFORTH AVE,BROADVIEW AVE, ,Major Arterial,Toronto and East York,43.676145,-79.35889,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,6,East,Other, , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, , , ,Yes,, , , ,Yes, , , ,"54,55",,,68,,136
-79.267993,43.832644,7851061,1370122,2013,2013-08-13T04:00:00.000Z,1133,11,STEELES AVE E,MIDDLEFIELD RD, ,Major Arterial,Scarborough,43.832644,-79.267993,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Passenger,50 to 54,Fatal,30, , , , , , , , , , , ,Yes, , , ,Yes,, ,Yes,Yes,Yes, , , ,42,,,130,,137
-79.44299,43.650645,6805913,1263147,2011,2011-11-07T05:00:00.000Z,1134,11,DUNDAS ST W,STERLING RD, ,Minor Arterial,Toronto and East York,43.650645,-79.44299,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,35 to 39,Fatal,30,South,Bicycle,Turning Right, , , , , ,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Improper Turn,Unknown, ,Yes, , ,Yes,, , , , , , , ,11,,,84,,138
-79.251254,43.706267,80756966,7000983227,2017,2017-06-03T04:00:00.000Z,1134,11,RIDGEMOOR AVE,KINGSTON RD, ,Major Arterial,Scarborough,43.706267,-79.251254,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,26,Unknown, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , ,, , , ,Yes, , , ,41,,,122,,139
-79.44589,43.792345,6804645,1241204,2011,2011-06-29T04:00:00.000Z,1135,11,STEELES AVE W,BATHURST ST, ,Major Arterial,North York,43.792345,-79.44589,Intersection, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,11,East,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , ,Yes, ,Yes, , ,, , , , , , ,Yes,32,,,35,,140
-79.311122,43.758727,80741778,7000861875,2017,2017-05-16T04:00:00.000Z,1135,11,95 ELLESMERE RD, , ,Major Arterial,Scarborough,43.758727,-79.311122,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,80 to 84,Fatal,23,East,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability, , , , , , , , ,Yes, , ,, , , , , , ,Yes,41,,,119,,141
-79.44189,43.650445,6142299,1168396,2010,2010-05-13T04:00:00.000Z,1136,11,DUNDAS ST W,COLLEGE ST, ,Minor Arterial,Toronto and East York,43.650445,-79.44189,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,18,North,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , ,Yes, ,Yes, , ,, , , , , , , ,11,,,83,,142
-79.479564,43.715346,80246780,5001332825,2015,2015-08-04T04:00:00.000Z,1136,11,KEELE STREET,MAPLE LEAF DRIVE,40 m North of,Major Arterial,Etobicoke York,43.715346,-79.479564,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Sideswipe,Driver,85 to 89,Fatal,37,North,"Automobile, Station Wagon",Going Ahead,Lost control,Normal, , , , , , , , ,Yes, ,Yes,, ,Yes, , , , , ,12,,,29,,143
-79.31589,43.692745,5807668,1114902,2009,2009-07-18T04:00:00.000Z,1137,11,WOODBINE AVE,MORTIMER AVE, ,Major Arterial,Toronto and East York,43.692745,-79.31589,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,20,West,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive, , , ,Yes, ,Yes, , ,, ,Yes, , , , , ,54,,,59,,144
-79.422664,43.654326,80790888,7003233329,2017,2017-12-20T05:00:00.000Z,1139,11,COLLEGE ST,OSSINGTON AVE, ,Major Arterial,Toronto and East York,43.654326,-79.422664,Intersection,At Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Cyclist Collisions,Cyclist,45 to 49,Fatal,60,West,Bicycle,Other, , , , , ,Insufficient information (to determine cyclist crash type).,Driving Properly,Other, ,Yes, , ,Yes,, , , , , , , ,14,,,81,,145
-79.402095,43.663043,80000019,130927832,2013,2013-11-07T05:00:00.000Z,1141,11,HARBORD ST,SPADINA AVE, ,Major Arterial,Toronto and East York,43.663043,-79.402095,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,51,South, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown, , , ,Yes, , , , ,, , , ,Yes, , , ,"14,52",,,79,,146
-79.382091,43.649542,80792943,8000026643,2018,2018-01-05T05:00:00.000Z,1145,11,SHEPPARD ST,ADELAIDE ST W, ,Major Arterial,Toronto and East York,43.649542,-79.382091,Intersection,At Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,6,North, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , ,Yes, ,Yes, , ,, , , ,Yes, , , ,52,,,76,,147
-79.322238,43.775355,80789133,7003060621,2017,2017-11-24T05:00:00.000Z,1148,11,SHEPPARD AVE E,VICTORIA PARK AVE, ,Major Arterial,Scarborough,43.775355,-79.322238,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,54,South,Passenger Van, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, ,Yes,, , , , , , , ,42,,,118,,148
-79.40669,43.744145,6167895,1179891,2010,2010-07-29T04:00:00.000Z,1149,11,YONGE ST,YORK MILLS RD, ,Major Arterial,North York,43.744145,-79.40669,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,85 to 89,Fatal,28,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , ,, , , ,Yes,Yes, , ,32,,,40,,149
-79.324542,43.81428,80793624,8000148881,2018,2018-01-24T05:00:00.000Z,1150,11,WARDEN AVE,BAMBURGH CRCL,195 m South,Major Arterial,Scarborough,43.81428,-79.324542,Mid-Block,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,8,West, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , ,Yes, ,Yes, , ,, , , ,Yes,Yes, , ,42,,,116,,150
-79.54319,43.621845,6607902,1224921,2011,2011-03-28T04:00:00.000Z,1152,11,NORTH QUEEN ST,ATOMIC AVE, ,Minor Arterial,Etobicoke York,43.621845,-79.54319,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Approaching,Driver,70 to 74,Fatal,7,West,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, ,Yes,, , , , , , , ,22,,,14,,151
-79.341022,43.756446,80565388,6001807391,2016,2016-10-11T04:00:00.000Z,1152,11,8 SILVERDALE CRES, , ,Collector,North York,43.756446,-79.341022,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,62,South, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , ,Yes, ,Yes, , ,, , , , , , , ,33,,,45,,152
-79.53989,43.698545,6661465,1247862,2011,2011-08-07T04:00:00.000Z,1154,11,DIXON RD,GOLFWOOD HTS Heig, ,Major Arterial,Etobicoke York,43.698545,-79.53989,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,30 to 34,Fatal,17,West,Motorcycle,Going Ahead,Exceeding Speed Limit,Normal, , , , , , , , ,Yes,Yes, ,, , ,Yes,Yes, , , ,23,,,6,,153
-79.507747,43.648158,80566416,6001974222,2016,2016-11-06T04:00:00.000Z,1155,11,BLOOR ST W,GRENVIEW BLVD N, ,Major Arterial,Etobicoke York,43.648158,-79.507747,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,Over 95,Fatal,70,East, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Other, , , ,Yes, ,Yes, , ,, , , ,Yes, , , ,22,,,16,,154
-79.409702,43.781047,80000036,142588079,2014,2014-07-28T04:00:00.000Z,1200,12,DUDLEY AVE,FINCH AVE E, ,Major Arterial,North York,43.781047,-79.409702,Intersection, ,Stop Sign,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,90 to 94,Fatal,17,North,"Automobile, Station Wagon",Turning Left,Disobeyed Traffic Control,Unknown, , , , , , , , ,Yes, , ,, ,Yes, ,Yes, , , ,32,,,51,,155
-79.39919,43.655845,5807804,1122417,2009,2009-09-01T04:00:00.000Z,1203,12,SPADINA AVE,NASSAU ST, ,Major Arterial,Toronto and East York,43.655845,-79.39919,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,65 to 69,Fatal,25,South,Bicycle,Turning Left, , , , , ,Cyclist turned left across motorists path.,Disobeyed Traffic Control,Normal, ,Yes, , , ,, , , , , , , ,"14,52",,,78,,156
-79.19929,43.800745,7514329,1289974,2012,2012-04-19T04:00:00.000Z,1203,12,MORNINGSIDE AVE,MILNER AVE, ,Major Arterial,Scarborough,43.800745,-79.19929,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,50 to 54,Fatal,10,North,"Automobile, Station Wagon",Going Ahead,Other,Unknown, , , , , , , , ,Yes, , ,, , , , , , , ,42,,,132,,157
-79.399799,43.667445,80944450,8001064286,2018,2018-06-12T04:00:00.000Z,1204,12,ST GEORGE ST,BLOOR ST W, ,Major Arterial,Toronto and East York,43.667445,-79.399799,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,55 to 59,Fatal,32,South,Bicycle,Going Ahead, , , , , ,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Other,Unknown, ,Yes, , ,Yes,, , , , , , , ,"53,52",,,79,,158
-79.38129,43.732985,80488161,5001407837,2015,2015-08-16T04:00:00.000Z,1210,12,2350 BAYVIEW AVE, , ,Major Arterial,North York,43.732985,-79.38129,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,85 to 89,Fatal,40,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , ,, , , ,Yes,Yes, , ,"33,32",,,41,,159
-79.40327,43.707171,81070509,7003087545,2017,2017-11-28T05:00:00.000Z,1212,12,EDITH DR,ORCHARD VIEW BLVD, ,Collector,North York,43.707171,-79.40327,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,56,East, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , ,Yes, ,Yes, , ,, , , ,Yes, , , ,53,,,100,,160
-79.53269,43.696145,6653163,1244328,2011,2011-07-16T04:00:00.000Z,1215,12,LAWRENCE AVE W,ROYAL YORK RD, ,Minor Arterial,Etobicoke York,43.696145,-79.53269,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,70 to 74,Fatal,14, ,Other, , , , , , , , , , , ,Yes, , ,, ,Yes, , , , , ,23,,,8,,161
-79.426227,43.663294,80973936,8001923925,2018,2018-10-18T04:00:00.000Z,1217,12,OSSINGTON AVE,NORTHUMBERLAND ST, ,Minor Arterial,Toronto and East York,43.663294,-79.426227,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,Over 95,Fatal,56,East,Other, , , ,Pedestrian hit at mid-block,Coming From Behind Parked Vehicle,Inattentive, , , ,Yes, ,Yes, , ,, , , ,Yes, , , ,14,,,93,,162
-79.491092,43.724532,80875566,8000565585,2018,2018-03-29T04:00:00.000Z,1221,12,WILSON AVE,JULIAN RD, ,Major Arterial,North York,43.724532,-79.491092,Intersection,Intersection Related,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,18,North, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , ,, ,Yes, , , , , ,31,,,26,,163
-79.59679,43.720045,7446417,1307456,2012,2012-07-28T04:00:00.000Z,1224,12,HIGHWAY 27  N,HARNESS RD, ,Major Arterial,Etobicoke York,43.720045,-79.59679,Intersection, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,22,West,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , ,, , , , , , , ,23,,,1,,164
-79.422359,43.778243,80546835,6001376721,2016,2016-08-05T04:00:00.000Z,1225,12,FINCH AVE W,TALBOT RD,40 m East,Major Arterial,North York,43.778243,-79.422359,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,50,North, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , ,, , , , , , , ,32,,,37,,165
-79.405887,43.740344,7819564,1356635,2013,2013-05-16T04:00:00.000Z,1231,12,MILL ST,YONGE ST, ,Major Arterial,North York,43.740344,-79.405887,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,90 to 94,Fatal,15,South, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , ,, , , ,Yes,Yes, , ,32,,,41,,166
-79.245418,43.755538,80503039,5000922282,2015,2015-06-02T04:00:00.000Z,1233,12,LAWRENCE AVE E,MCCOWAN RD, ,Major Arterial,Scarborough,43.755538,-79.245418,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,27,North, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown, , , ,Yes, ,Yes, , ,, , , , , , , ,43,,,127,,167
-79.39979,43.686945,5234607,1102324,2009,2009-05-01T04:00:00.000Z,1236,12,ST CLAIR AVE W,ORIOLE RD, ,Major Arterial,Toronto and East York,43.686945,-79.39979,Intersection, ,No Control,Clear,Daylight,Dry,Fatal,SMV Unattended Vehicle,Passenger,90 to 94,Fatal,14, ,Other, , , , , , , , , , , ,Yes, , ,, ,Yes, , , , , ,53,,,97,,168
-79.50639,43.600445,6659314,1246967,2011,2011-08-02T04:00:00.000Z,1236,12,LAKE SHORE BLVD W,EIGHTH ST, ,Major Arterial,Etobicoke York,43.600445,-79.50639,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,18,East,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , ,Yes, ,Yes, , ,, , , ,Yes, , , ,22,,,18,,169
-79.373821,43.648543,80790064,7003200949,2017,2017-12-15T05:00:00.000Z,1237,12,CHURCH ST,WELLINGTON ST E, ,Minor Arterial,Toronto and East York,43.648543,-79.373821,Intersection,At Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,57,South, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , ,Yes, , , ,Yes,, , , ,Yes, , , ,51,,,77,,170
-79.40049,43.704245,7414250,1293835,2012,2012-05-11T04:00:00.000Z,1239,12,DUPLEX AVE,ANDERSON AVE, ,Collector,Toronto and East York,43.704245,-79.40049,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,14,West,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , ,, , , , , , , ,53,,,100,,171
-79.56319,43.674445,6097035,1147341,2010,2010-01-12T05:00:00.000Z,1240,12,MARTIN GROVE RD,EGLINTON AVE W, ,Major Arterial,Etobicoke York,43.674445,-79.56319,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,2,East,Other, , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , ,Yes, ,Yes, , ,, ,Yes, ,Yes,Yes, , ,"23,22",,,11,,172
-79.418292,43.742343,7514423,1295871,2012,2012-05-27T04:00:00.000Z,1240,12,22 DELHI AVE, , ,Local,North York,43.742343,-79.418292,Intersection, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,16,West,Other, , , ,Vehicle is reversing and hits pedestrian,Walking on Roadway Against Traffic,Medical or Physical Disability, , , ,Yes, ,Yes, , ,, , , , , , , ,32,,,39,,173
-79.454883,43.74869,80496514,5000516992,2015,2015-03-28T04:00:00.000Z,1240,12,REINER RD,WILSON HEIGHTS BLVD, ,Minor Arterial,North York,43.74869,-79.454883,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,13,West, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Other, , , ,Yes, ,Yes, , ,, , , ,Yes, , , ,32,,,33,,174
-79.482974,43.754729,80565332,6001648005,2016,2016-09-16T04:00:00.000Z,1242,12,110 ST REGIS CRES, , ,Local,North York,43.754729,-79.482974,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,57,Unknown, , , , ,Vehicle is reversing and hits pedestrian,On Sidewalk or Shoulder,Unknown, , , ,Yes, ,Yes, , ,, , , ,Yes, , , ,31,,,27,,175
-79.452983,43.658259,8000172,143335677,2014,2014-11-20T05:00:00.000Z,1245,12,2440 DUNDAS ST W, , ,Minor Arterial,Scarborough,43.658259,-79.452983,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,42,East, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , ,Yes, ,Yes, , ,, , , ,Yes, , , ,11,,,88,,176
-79.359485,43.809378,80222235,4003257164,2014,2014-11-07T05:00:00.000Z,1247,12,DON MILLS RD,FRESHMEADOW DR, ,Major Arterial,North York,43.809378,-79.359485,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,39,East, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , ,, , , , , , , ,33,,,48,,177
-79.423724,43.671199,80545158,6001174772,2016,2016-07-05T04:00:00.000Z,1247,12,740 DUPONT ST, , ,Major Arterial,Toronto and East York,43.671199,-79.423724,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,70 to 74,Fatal,41,West,Bicycle,Overtaking, , , , , ,Cyclist strikes a parked vehicle.,Improper Passing,Unknown, ,Yes, , , ,, , , , , , , ,14,,,93,,178
-79.61201,43.720431,80681743,7000396718,2017,2017-03-04T05:00:00.000Z,1249,12,REXDALE BLVD,RAMP TO ENTRANCE RD,6.5 m West of,Major Arterial,Etobicoke York,43.720431,-79.61201,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,90 to 94,Fatal,14,South, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , ,, , , , , , , ,23,,,1,,179
-79.397456,43.763236,80000030,142211983,2014,2014-06-03T04:00:00.000Z,1250,12,53 CRAIGMORE CRES, , ,Local,North York,43.763236,-79.397456,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,11,West, , , , ,Vehicle is reversing and hits pedestrian,Other,Normal, , , ,Yes, ,Yes, , ,, , , , , , , ,32,,,51,,180
-79.389858,43.679961,80793709,7003122371,2017,2017-12-03T05:00:00.000Z,1253,12,PRICE ST,YONGE ST,75 m East,Local,Toronto and East York,43.679961,-79.389858,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,63,South, , , , ,Vehicle is reversing and hits pedestrian,Other,Normal, , , ,Yes, ,Yes, , ,, , , , , , , ,53,,,98,,181
-79.258769,43.736033,8000166,143250160,2014,2014-11-06T05:00:00.000Z,1254,12,MIDLAND AVE,GILDER DR, ,Major Arterial,Scarborough,43.736033,-79.258769,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,38,Unknown, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , ,Yes, ,Yes, , ,, , , , , , , ,41,,,138,,182
-79.54349,43.756345,5040685,1132127,2009,2009-10-21T04:00:00.000Z,1255,12,WESTON RD,FENMAR DR, ,Major Arterial,Etobicoke York,43.756345,-79.54349,Mid-Block,At Intersection,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,35,Unknown,Other, , , ,Other / Undefined,Pushing/Working on Vehicle,Unknown, , , ,Yes, , , ,Yes,, , , , , , , ,31,,,21,,183
-79.411601,43.703868,80945877,8001142339,2018,2018-06-23T04:00:00.000Z,1259,12,EGLINTON AVE W,CASTLE KNOCK RD, ,Major Arterial,Toronto and East York,43.703868,-79.411601,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,34,Unknown, , , , ,Other / Undefined,Other,Had Been Drinking, , , ,Yes, ,Yes, , ,, , , , , , , ,53,,,101,,184
-79.42629,43.796645,5793443,1131172,2009,2009-10-16T04:00:00.000Z,1301,13,STEELES AVE W,TANGREEN CRT, ,Major Arterial,North York,43.796645,-79.42629,Intersection, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,41,South,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , ,, , , , , , , ,32,,,0,,185
