X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Division,Ward_Name,Ward_ID,Hood_ID,Hood_Name,ObjectId
-79.487903,43.629584,80911101,8000083490,2018,2018-01-14T05:00:00.000Z,1059,10,E/B THE QUEENSWAY,ALDGATE AVE.,100 m West of,Major Arterial,Etobicoke York,43.629584,-79.487903,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Passenger,5 to 9,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes, , , ,22,,,16,,2626
-79.487903,43.629584,80911102,8000083490,2018,2018-01-14T05:00:00.000Z,1059,10,E/B THE QUEENSWAY,ALDGATE AVE.,100 m West of,Major Arterial,Etobicoke York,43.629584,-79.487903,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Passenger,35 to 39,None,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes, , , ,22,,,16,,2627
-79.487903,43.629584,80911103,8000083490,2018,2018-01-14T05:00:00.000Z,1059,10,E/B THE QUEENSWAY,ALDGATE AVE.,100 m West of,Major Arterial,Etobicoke York,43.629584,-79.487903,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,0 to 4,Major,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes, , , ,22,,,16,,2628
-79.487903,43.629584,80911104,8000083490,2018,2018-01-14T05:00:00.000Z,1059,10,E/B THE QUEENSWAY,ALDGATE AVE.,100 m West of,Major Arterial,Etobicoke York,43.629584,-79.487903,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,25 to 29,None,0,East,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes, , , ,22,,,16,,2629
-79.26609,43.690745,6190417,1189140,2010,2010-09-14T04:00:00.000Z,1100,11,KINGSTON RD,LAKESIDE AVE, ,Major Arterial,Scarborough,43.690745,-79.26609,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,70 to 74,Major,0,North,Motorcycle,Turning Left,Failed to Yield Right of Way,Normal, , , , , , , , ,Yes,Yes, , , , , ,Yes, , , ,41,,,122,,2630
-79.26609,43.690745,6190418,1189140,2010,2010-09-14T04:00:00.000Z,1100,11,KINGSTON RD,LAKESIDE AVE, ,Major Arterial,Scarborough,43.690745,-79.26609,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,70 to 74,None,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes,Yes, , , , , ,Yes, , , ,41,,,122,,2631
-79.402095,43.663043,8000119,130927832,2013,2013-11-07T05:00:00.000Z,1141,11,HARBORD ST,SPADINA AVE, ,Major Arterial,Toronto and East York,43.663043,-79.402095,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,35 to 39,None,0,West,"Bus (Other) (Go Bus, Gray Coach)",Going Ahead,Failed to Yield Right of Way,Unknown, , , , , , ,Yes, , , , ,Yes, , , ,Yes, , , ,"14,52",,,79,,2632
-79.26759,43.731145,5293433,1128166,2009,2009-09-04T04:00:00.000Z,1142,11,741 KENNEDY RD, , ,Major Arterial,Scarborough,43.731145,-79.26759,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Truck Driver,20 to 24,None,0,West,Truck - Open,Turning Right,Failed to Yield Right of Way,Inattentive, , , , , , ,Yes, , , ,Yes, , , , ,Yes, , , ,41,,,125,,2633
-79.26759,43.731145,5293434,1128166,2009,2009-09-04T04:00:00.000Z,1142,11,741 KENNEDY RD, , ,Major Arterial,Scarborough,43.731145,-79.26759,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,0,South,Other, , , ,Pedestrian hit at private driveway,On Sidewalk or Shoulder,Normal, , , ,Yes, , , ,Yes, , , , ,Yes, , , ,41,,,125,,2634
-79.234958,43.775668,80782610,7000534714,2017,2017-03-26T04:00:00.000Z,1310,13,ELLESMERE RD,DOLLY VARDEN BLVD, ,Major Arterial,Scarborough,43.775668,-79.234958,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,43,,,137,,2635
-79.50279,43.692045,7425039,1298592,2012,2012-04-18T04:00:00.000Z,1143,11,WESTON RD,DORA SPENCER RD, ,Minor Arterial,Etobicoke York,43.692045,-79.50279,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,70 to 74,None,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes, , , ,12,,,115,,2636
-79.234958,43.775668,80782611,7000534714,2017,2017-03-26T04:00:00.000Z,1310,13,ELLESMERE RD,DOLLY VARDEN BLVD, ,Major Arterial,Scarborough,43.775668,-79.234958,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Passenger,70 to 74,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,43,,,137,,2637
-79.50279,43.692045,7425040,1298592,2012,2012-04-18T04:00:00.000Z,1143,11,WESTON RD,DORA SPENCER RD, ,Minor Arterial,Etobicoke York,43.692045,-79.50279,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,50 to 54,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes, , , ,12,,,115,,2638
-79.379688,43.647261,80974614,8001722956,2018,2018-09-17T04:00:00.000Z,1204,12,BAY ST,WELLINGTON ST W, ,Major Arterial,Toronto and East York,43.647261,-79.379688,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,None,0,West,"Bus (Other) (Go Bus, Gray Coach)",Turning Right,Failed to Yield Right of Way,Normal, , , , , , , ,Yes, , , ,Yes, , , ,Yes, , , ,52,,,76,,2639
-79.234958,43.775668,80782612,7000534714,2017,2017-03-26T04:00:00.000Z,1310,13,ELLESMERE RD,DOLLY VARDEN BLVD, ,Major Arterial,Scarborough,43.775668,-79.234958,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Passenger,0 to 4,None,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,43,,,137,,2640
-79.50279,43.692045,7425041,1298592,2012,2012-04-18T04:00:00.000Z,1143,11,WESTON RD,DORA SPENCER RD, ,Minor Arterial,Etobicoke York,43.692045,-79.50279,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,55 to 59,Minimal,0,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive, , , , , , , , ,Yes, , , , ,Yes, ,Yes, , , ,12,,,115,,2641
-79.26129,43.770045,5255192,1111585,2009,2009-05-24T04:00:00.000Z,1345,13,BRIMLEY RD,ELLESMERE RD, ,Major Arterial,Scarborough,43.770045,-79.26129,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,80 to 84,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,"41,43",,,127,,2642
-79.379688,43.647261,80974615,8001722956,2018,2018-09-17T04:00:00.000Z,1204,12,BAY ST,WELLINGTON ST W, ,Major Arterial,Toronto and East York,43.647261,-79.379688,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,0,West,Bicycle,Going Ahead, , , , , ,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Driving Properly,Normal, ,Yes, , , ,Yes, , , ,Yes, , , ,52,,,76,,2643
-79.234958,43.775668,80782613,7000534714,2017,2017-03-26T04:00:00.000Z,1310,13,ELLESMERE RD,DOLLY VARDEN BLVD, ,Major Arterial,Scarborough,43.775668,-79.234958,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Passenger,0 to 4,None,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,43,,,137,,2644
-79.26129,43.770045,5255193,1111585,2009,2009-05-24T04:00:00.000Z,1345,13,BRIMLEY RD,ELLESMERE RD, ,Major Arterial,Scarborough,43.770045,-79.26129,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,15 to 19,Minor,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,"41,43",,,127,,2645
-79.326534,43.690516,80784701,7001879752,2017,2017-10-17T04:00:00.000Z,1143,11,COXWELL AVE,MORTIMER AVE, ,Minor Arterial,Toronto and East York,43.690516,-79.326534,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,0,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal, , , , , , ,Yes, ,Yes, , , , , , ,Yes, , , ,54,,,59,,2646
-79.26129,43.770045,5255194,1111585,2009,2009-05-24T04:00:00.000Z,1345,13,BRIMLEY RD,ELLESMERE RD, ,Major Arterial,Scarborough,43.770045,-79.26129,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,40 to 44,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,"41,43",,,127,,2647
-79.538135,43.593325,80919708,7001906466,2017,2017-10-21T04:00:00.000Z,1310,13,LAKE SHORE BLVD W,THIRTY SEVENTH ST, ,Major Arterial,Etobicoke York,43.593325,-79.538135,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,70 to 74,Minimal,0, , , , , , , , , , , , , ,Yes,Yes, , , ,Yes, ,Yes, , , ,22,,,19,,2648
-79.326534,43.690516,80784702,7001879752,2017,2017-10-17T04:00:00.000Z,1143,11,COXWELL AVE,MORTIMER AVE, ,Minor Arterial,Toronto and East York,43.690516,-79.326534,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,0,North, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,54,,,59,,2649
-79.538135,43.593325,80919709,7001906466,2017,2017-10-21T04:00:00.000Z,1310,13,LAKE SHORE BLVD W,THIRTY SEVENTH ST, ,Major Arterial,Etobicoke York,43.593325,-79.538135,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,25 to 29,Major,0,West,Motorcycle,Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes,Yes, , , ,Yes, ,Yes, , , ,22,,,19,,2650
-79.28329,43.771745,5254017,1111047,2009,2009-05-15T04:00:00.000Z,1205,12,KENNEDY RD,ANTRIM CRES, ,Major Arterial,Scarborough,43.771745,-79.28329,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,0,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive, , , , , , ,Yes, ,Yes, , , , , , ,Yes, , , ,41,,,126,,2651
-79.48969,43.661945,6625385,1232522,2011,2011-03-09T05:00:00.000Z,1145,11,JANE ST,ST JOHNS RD, ,Major Arterial,Toronto and East York,43.661945,-79.48969,Intersection, ,Traffic Signal,Snow,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , ,Yes, ,Yes, , , , , , ,Yes, , , ,11,,,89,,2652
-79.538135,43.593325,80919710,7001906466,2017,2017-10-21T04:00:00.000Z,1310,13,LAKE SHORE BLVD W,THIRTY SEVENTH ST, ,Major Arterial,Etobicoke York,43.593325,-79.538135,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,70 to 74,Minimal,0,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive, , , , , , , , ,Yes,Yes, , , ,Yes, ,Yes, , , ,22,,,19,,2653
-79.28329,43.771745,5254018,1111047,2009,2009-05-15T04:00:00.000Z,1205,12,KENNEDY RD,ANTRIM CRES, ,Major Arterial,Scarborough,43.771745,-79.28329,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,0,East,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,41,,,126,,2654
-79.48969,43.661945,6625386,1232522,2011,2011-03-09T05:00:00.000Z,1145,11,JANE ST,ST JOHNS RD, ,Major Arterial,Toronto and East York,43.661945,-79.48969,Intersection, ,Traffic Signal,Snow,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,0,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal, , , , , , ,Yes, ,Yes, , , , , , ,Yes, , , ,11,,,89,,2655
-79.48969,43.661945,6625387,1232522,2011,2011-03-09T05:00:00.000Z,1145,11,JANE ST,ST JOHNS RD, ,Major Arterial,Toronto and East York,43.661945,-79.48969,Intersection, ,Traffic Signal,Snow,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,5 to 9,Major,0,East,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,11,,,89,,2656
-79.42749,43.670345,7500724,1330495,2012,2012-10-20T04:00:00.000Z,1145,11,DUPONT ST,OSSINGTON AVE, ,Major Arterial,Toronto and East York,43.670345,-79.42749,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,30 to 34,Major,0,East,Motorcycle,Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes,Yes, , , , ,Yes,Yes, , , ,14,,,93,,2657
-79.42749,43.670345,7500725,1330495,2012,2012-10-20T04:00:00.000Z,1145,11,DUPONT ST,OSSINGTON AVE, ,Major Arterial,Toronto and East York,43.670345,-79.42749,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes,Yes, , , , ,Yes,Yes, , , ,14,,,93,,2658
-79.42749,43.670345,7500726,1330495,2012,2012-10-20T04:00:00.000Z,1145,11,DUPONT ST,OSSINGTON AVE, ,Major Arterial,Toronto and East York,43.670345,-79.42749,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,None,0,West,"Automobile, Station Wagon",Making U Turn,Improper Turn,Inattentive, , , , , , , , ,Yes,Yes, , , , ,Yes,Yes, , , ,14,,,93,,2659
-79.347888,43.777144,7806070,1350745,2013,2013-04-07T04:00:00.000Z,1145,11,DON MILLS RD,LEITH HILL RD, ,Major Arterial,North York,43.777144,-79.347888,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,Over 95,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,33,,,47,,2660
-79.347888,43.777144,7806071,1350745,2013,2013-04-07T04:00:00.000Z,1145,11,DON MILLS RD,LEITH HILL RD, ,Major Arterial,North York,43.777144,-79.347888,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,60 to 64,None,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,33,,,47,,2661
-79.347888,43.777144,7806072,1350745,2013,2013-04-07T04:00:00.000Z,1145,11,DON MILLS RD,LEITH HILL RD, ,Major Arterial,North York,43.777144,-79.347888,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,None,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,33,,,47,,2662
-79.330394,43.728484,80221056,4003152521,2014,2014-10-22T04:00:00.000Z,1145,11,DON VALLEY PARKWAY  S,WYNFORD DR,200 m North of,Expressway,North York,43.728484,-79.330394,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Motorcycle Driver,15 to 19,Major,0,South,Motorcycle,Going Ahead,Speed too Fast For Condition,Inattentive, , , , , , , , ,Yes,Yes, , , , ,Yes,Yes, , , ,33,,,42,,2663
-79.330394,43.728484,80221057,4003152521,2014,2014-10-22T04:00:00.000Z,1145,11,DON VALLEY PARKWAY  S,WYNFORD DR,200 m North of,Expressway,North York,43.728484,-79.330394,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,None,0,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal, , , , , , , , ,Yes,Yes, , , , ,Yes,Yes, , , ,33,,,42,,2664
-79.159526,43.831656,80632440,6000614403,2016,2016-04-11T04:00:00.000Z,1145,11,FINCH AVE E,PICKERING TOWN LINE, ,Local,Scarborough,43.831656,-79.159526,Intersection,At Intersection,Stop Sign,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Major,0,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive, , , , , , , , ,Yes, , , , , , ,Yes, , , ,42,,,0,,2665
-79.159526,43.831656,80632441,6000614403,2016,2016-04-11T04:00:00.000Z,1145,11,FINCH AVE E,PICKERING TOWN LINE, ,Local,Scarborough,43.831656,-79.159526,Intersection,At Intersection,Stop Sign,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,75 to 79,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes, , , ,42,,,0,,2666
-79.26129,43.770045,5255195,1111585,2009,2009-05-24T04:00:00.000Z,1345,13,BRIMLEY RD,ELLESMERE RD, ,Major Arterial,Scarborough,43.770045,-79.26129,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,45 to 49,Minor,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,"41,43",,,127,,2667
-79.382091,43.649542,80792381,8000026643,2018,2018-01-05T05:00:00.000Z,1145,11,SHEPPARD ST,ADELAIDE ST W, ,Major Arterial,Toronto and East York,43.649542,-79.382091,Intersection,At Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Pedestrian Collisions,Driver,50 to 54,None,0,South,Delivery Van,Turning Left,Failed to Yield Right of Way,Unknown, , , , , , ,Yes, ,Yes, , , , , , ,Yes, , , ,52,,,76,,2668
-79.382091,43.649542,80792943,8000026643,2018,2018-01-05T05:00:00.000Z,1145,11,SHEPPARD ST,ADELAIDE ST W, ,Major Arterial,Toronto and East York,43.649542,-79.382091,Intersection,At Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,6,North, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,52,,,76,,2669
-79.40669,43.744145,6167892,1179891,2010,2010-07-29T04:00:00.000Z,1149,11,YONGE ST,YORK MILLS RD, ,Major Arterial,North York,43.744145,-79.40669,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,32,,,40,,2670
-79.40669,43.744145,6167893,1179891,2010,2010-07-29T04:00:00.000Z,1149,11,YONGE ST,YORK MILLS RD, ,Major Arterial,North York,43.744145,-79.40669,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,75 to 79,Minor,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,32,,,40,,2671
-79.40669,43.744145,6167894,1179891,2010,2010-07-29T04:00:00.000Z,1149,11,YONGE ST,YORK MILLS RD, ,Major Arterial,North York,43.744145,-79.40669,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,45 to 49,Minimal,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,32,,,40,,2672
-79.40669,43.744145,6167895,1179891,2010,2010-07-29T04:00:00.000Z,1149,11,YONGE ST,YORK MILLS RD, ,Major Arterial,North York,43.744145,-79.40669,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,85 to 89,Fatal,28,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,32,,,40,,2673
-79.32979,43.682045,5373443,1044477,2008,2008-06-01T04:00:00.000Z,1150,11,DANFORTH AVE,LINNSMORE CRES, ,Major Arterial,Toronto and East York,43.682045,-79.32979,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,0,South,Other,Turning Left,Failed to Yield Right of Way,Inattentive, , , , , , ,Yes, , , , , , , , ,Yes, , , ,"54,55",,,65,,2674
-79.32979,43.682045,5373444,1044477,2008,2008-06-01T04:00:00.000Z,1150,11,DANFORTH AVE,LINNSMORE CRES, ,Major Arterial,Toronto and East York,43.682045,-79.32979,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,0,North,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, , , , , , , , ,Yes, , , ,"54,55",,,65,,2675
-79.26509,43.751545,5419805,1064702,2008,2008-10-16T04:00:00.000Z,1150,11,LAWRENCE AVE E,MIDLAND AVE, ,Major Arterial,Scarborough,43.751545,-79.26509,Intersection,At Intersection,Traffic Signal,Other,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , ,Yes, , , ,Yes, , , , ,Yes, , , ,41,,,126,,2676
-79.26509,43.751545,5419806,1064702,2008,2008-10-16T04:00:00.000Z,1150,11,LAWRENCE AVE E,MIDLAND AVE, ,Major Arterial,Scarborough,43.751545,-79.26509,Intersection,At Intersection,Traffic Signal,Other,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Truck Driver,45 to 49,None,0,South,Truck - Open,Turning Right,Failed to Yield Right of Way,Normal, , , , , , ,Yes, , , ,Yes, , , , ,Yes, , , ,41,,,126,,2677
-79.26509,43.751545,5419807,1064702,2008,2008-10-16T04:00:00.000Z,1150,11,LAWRENCE AVE E,MIDLAND AVE, ,Major Arterial,Scarborough,43.751545,-79.26509,Intersection,At Intersection,Traffic Signal,Other,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,0,South,Other, , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, , , ,Yes, , , , ,Yes, , , ,41,,,126,,2678
-79.48659,43.647945,5419860,1064720,2008,2008-09-30T04:00:00.000Z,1150,11,BLOOR ST W,OLD MILL DR, ,Major Arterial,Toronto and East York,43.647945,-79.48659,Intersection, ,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,60 to 64,Major,0,West,"Automobile, Station Wagon",Stopped,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes, , , ,11,,,87,,2679
-79.48659,43.647945,5419861,1064720,2008,2008-09-30T04:00:00.000Z,1150,11,BLOOR ST W,OLD MILL DR, ,Major Arterial,Toronto and East York,43.647945,-79.48659,Intersection, ,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , , ,Yes, , , ,11,,,87,,2680
-79.48659,43.647945,5419862,1064720,2008,2008-09-30T04:00:00.000Z,1150,11,BLOOR ST W,OLD MILL DR, ,Major Arterial,Toronto and East York,43.647945,-79.48659,Intersection, ,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,15 to 19,Major,0,West,"Automobile, Station Wagon",Going Ahead,Following too Close,Normal, , , , , , , , ,Yes, , , , , , ,Yes, , , ,11,,,87,,2681
-79.505519,43.709174,80543286,6000920923,2016,2016-05-28T04:00:00.000Z,1150,11,JANE ST,MAPLE LEAF DR, ,Major Arterial,Etobicoke York,43.709174,-79.505519,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,None,0,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive, , , , , , , , ,Yes,Yes, , , , , ,Yes, , , ,12,,,28,,2682
-79.505519,43.709174,80543287,6000920923,2016,2016-05-28T04:00:00.000Z,1150,11,JANE ST,MAPLE LEAF DR, ,Major Arterial,Etobicoke York,43.709174,-79.505519,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,20 to 24,Major,0,North,Motorcycle,Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes,Yes, , , , , ,Yes, , , ,12,,,28,,2683
-79.324542,43.81428,80793624,8000148881,2018,2018-01-24T05:00:00.000Z,1150,11,WARDEN AVE,BAMBURGH CRCL,195 m South,Major Arterial,Scarborough,43.81428,-79.324542,Mid-Block,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,8,West, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,42,,,116,,2684
-79.324542,43.81428,80793689,8000148881,2018,2018-01-24T05:00:00.000Z,1150,11,WARDEN AVE,BAMBURGH CRCL,195 m South,Major Arterial,Scarborough,43.81428,-79.324542,Mid-Block,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,55 to 59,None,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,42,,,116,,2685
